timestamp,open (USD),high (USD),low (USD),close (USD),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2017-10-16,0.99996358,1.00000650,0.99914842,0.99965932,0.99996358,1.00000650,0.99914842,0.99965932,13582452.64820471,13577825.36988356
2017-10-15,0.99930713,1.00030797,0.99919978,0.99994790,0.99930713,1.00030797,0.99919978,0.99994790,13709588.88426601,13708874.64232790
2017-10-14,0.99968478,0.99983399,0.99913521,0.99942326,0.99968478,0.99983399,0.99913521,0.99942326,4745751.49694110,4743014.44442596
2017-10-13,0.99959106,0.99986321,0.99943708,0.99973743,0.99959106,0.99986321,0.99943708,0.99973743,20767531.29878774,20762078.46264634
2017-10-12,0.99907362,0.99982704,0.99835890,0.99964868,0.99907362,0.99982704,0.99835890,0.99964868,18131666.09294055,18125296.05437756
2017-10-11,0.99918056,0.99957574,0.99888850,0.99906262,0.99918056,0.99957574,0.99888850,0.99906262,4889065.14843954,4884482.23774089
2017-10-10,0.99973988,0.99981859,0.99920682,0.99935609,0.99973988,0.99981859,0.99920682,0.99935609,7870043.69331225,7864976.10372586
2017-10-09,0.99945199,0.99981560,0.99945199,0.99979996,0.99945199,0.99981560,0.99945199,0.99979996,14773493.66747704,14770538.44631936
2017-10-08,0.99906113,0.99963699,0.99877178,0.99955929,0.99906113,0.99963699,0.99877178,0.99955929,8198077.11775155,8194464.14713301
2017-10-07,0.99940487,0.99968740,0.99864179,0.99910666,0.99940487,0.99968740,0.99864179,0.99910666,5327125.51178806,5322366.59370824
2017-10-06,0.99979808,0.99998878,0.99912183,0.99941808,0.99979808,0.99998878,0.99912183,0.99941808,5720880.62365067,5717551.53328944
2017-10-05,0.99960737,1.00000321,0.99959153,0.99992210,0.99960737,1.00000321,0.99959153,0.99992210,6637220.91961343,6636703.87655686
2017-10-04,0.99989952,1.00000058,0.99944015,0.99987082,0.99989952,1.00000058,0.99944015,0.99987082,11534255.40852772,11532765.44054398
2017-10-03,0.99973220,1.00004749,0.99969186,0.99989954,0.99973220,1.00004749,0.99969186,0.99989954,10994670.53165613,10993566.02957576
2017-10-02,0.99961746,0.99992011,0.99961286,0.99975793,0.99961746,0.99992011,0.99961286,0.99975793,14027953.53565131,14024557.79063656
2017-10-01,0.99979674,0.99990070,0.99899832,0.99960557,0.99979674,0.99990070,0.99899832,0.99960557,10520214.15678010,10516064.64196460
2017-09-30,0.99989385,0.99997843,0.99882132,0.99979674,0.99989385,0.99997843,0.99882132,0.99979674,6634953.07152599,6633604.42481509
2017-09-29,0.99992229,1.00000023,0.99971510,0.99989384,0.99992229,1.00000023,0.99971510,0.99989384,16821758.61217077,16819972.85996011
2017-09-28,0.99993463,1.00000012,0.99976150,0.99986912,0.99993463,1.00000012,0.99976150,0.99986912,21258344.26389288,21255562.03247607
2017-09-27,0.99994855,1.00050548,0.99926871,0.99991825,0.99994855,1.00050548,0.99926871,0.99991825,16281976.68957919,16280645.67586548
2017-09-26,1.00013127,1.00059463,0.99990172,0.99996253,1.00013127,1.00059463,0.99990172,0.99996253,5341353.75431949,5341153.59825820
2017-09-25,1.00001982,1.00026207,0.99997978,1.00005735,1.00001982,1.00026207,0.99997978,1.00005735,14918504.23283883,14919359.74606081
2017-09-24,1.00007488,1.00045218,0.99951185,1.00001986,1.00007488,1.00045218,0.99951185,1.00001986,5380783.74895025,5380890.59254626
2017-09-23,1.00004829,1.00046625,0.99912465,1.00007488,1.00004829,1.00046625,0.99912465,1.00007488,7603011.39768015,7603580.73388704
2017-09-22,1.00005855,1.00012887,1.00002338,1.00004829,1.00005855,1.00012887,1.00002338,1.00004829,12364032.03058080,12364629.08938239
2017-09-21,1.00010154,1.00023460,1.00002204,1.00005861,1.00010154,1.00023460,1.00002204,1.00005861,23122948.67816946,23124303.93974779
2017-09-20,1.00013428,1.00029566,1.00004919,1.00010250,1.00013428,1.00029566,1.00004919,1.00010250,8563926.92552311,8564804.71811806
2017-09-19,1.00014299,1.00025840,1.00010110,1.00015021,1.00014299,1.00025840,1.00010110,1.00015021,15681812.89251120,15684168.49169224
2017-09-18,1.00043516,1.00106896,1.00009025,1.00014579,1.00043516,1.00106896,1.00009025,1.00014579,22121387.95833901,22124613.12204404
2017-09-17,1.00038781,1.00072581,1.00012655,1.00043517,1.00038781,1.00072581,1.00012655,1.00043517,9492717.79663990,9496848.78061900
2017-09-16,1.00025741,1.00077384,1.00018705,1.00038428,1.00025741,1.00077384,1.00018705,1.00038428,23030305.55643295,23039155.57721022
2017-09-15,1.00040261,1.00049376,0.99990769,1.00025854,1.00040261,1.00049376,0.99990769,1.00025854,42432832.03999104,42443802.68568552
2017-09-14,1.00010300,1.00038770,1.00000001,1.00038770,1.00010300,1.00038770,1.00000001,1.00038770,26803483.10031532,26813874.75186296
2017-09-13,1.00015944,1.00032300,1.00003243,1.00010249,1.00015944,1.00032300,1.00003243,1.00010249,25748237.25776868,25750876.08536254
2017-09-12,1.00028905,1.00043634,1.00004912,1.00015990,1.00028905,1.00043634,1.00004912,1.00015990,16299378.63145138,16301984.91358974
2017-09-11,1.00058208,1.00093199,1.00018166,1.00028961,1.00058208,1.00093199,1.00018166,1.00028961,16840576.08342289,16845453.26920878
2017-09-10,1.00031360,1.00100367,1.00027960,1.00058208,1.00031360,1.00100367,1.00027960,1.00058208,19310665.51550684,19321905.87726460
2017-09-09,1.00042783,1.00058593,1.00013773,1.00031412,1.00042783,1.00058593,1.00013773,1.00031412,15968984.74035365,15974000.93016932
2017-09-08,1.00041250,1.00113962,1.00028658,1.00040357,1.00041250,1.00113962,1.00028658,1.00040357,29021941.14970317,29033653.66063630
2017-09-07,1.00073900,1.00101319,1.00037154,1.00041250,1.00073900,1.00101319,1.00037154,1.00041250,18932851.31266119,18940661.14652898
2017-09-06,1.00114285,1.00195524,1.00066396,1.00071733,1.00114285,1.00195524,1.00066396,1.00071733,18784151.37726801,18797625.85719319
2017-09-05,1.00104013,1.00159723,1.00051537,1.00132530,1.00104013,1.00159723,1.00051537,1.00132530,25145088.09753456,25178412.79881806
2017-09-04,1.00051556,1.00135680,1.00032612,1.00104075,1.00051556,1.00135680,1.00032612,1.00104075,38821835.02253232,38862238.85526032
2017-09-03,1.00031469,1.00097833,1.00017701,1.00051552,1.00031469,1.00097833,1.00017701,1.00051552,18683640.07526659,18693271.85303427
2017-09-02,1.00011601,1.00086038,1.00004675,1.00031482,1.00011601,1.00086038,1.00004675,1.00031482,32188532.25308298,32198665.86784304
2017-09-01,1.00012805,1.00113483,1.00004821,1.00011646,1.00012805,1.00113483,1.00004821,1.00011646,27521118.83858463,27524323.85886678
2017-08-31,1.00001717,1.00019074,1.00000022,1.00012805,1.00001717,1.00019074,1.00000022,1.00012805,10129924.82150207,10131221.96756724
2017-08-30,1.00034656,1.00037221,1.00001027,1.00001707,1.00034656,1.00037221,1.00001027,1.00001707,11365251.51043330,11365445.53097624
2017-08-29,1.00004425,1.00127767,1.00004238,1.00034889,1.00004425,1.00127767,1.00004238,1.00034889,10037842.96501146,10041345.11489375
2017-08-28,1.00004075,1.00013832,1.00002592,1.00009031,1.00004075,1.00013832,1.00002592,1.00009031,8041061.00150010,8041787.16237224
2017-08-27,1.00018515,1.00023873,1.00003790,1.00009414,1.00018515,1.00023873,1.00003790,1.00009414,8332106.38184465,8332890.74446594
2017-08-26,1.00013722,1.00023893,1.00013592,1.00018577,1.00013722,1.00023893,1.00013592,1.00018577,5139567.22148435,5140521.99319898
2017-08-25,1.00015748,1.00027099,1.00010432,1.00013717,1.00015748,1.00027099,1.00010432,1.00013717,10219321.83948350,10220723.60952304
2017-08-24,1.00037084,1.00039602,1.00014351,1.00015748,1.00037084,1.00039602,1.00014351,1.00015748,9327142.97953095,9328611.84369423
2017-08-23,1.00020944,1.00117636,1.00020944,1.00035501,1.00020944,1.00117636,1.00020944,1.00035501,11812100.41916960,11816293.82070422
2017-08-22,1.00032432,1.00071510,1.00010237,1.00021860,1.00032432,1.00071510,1.00010237,1.00021860,12097895.70110706,12100540.36059924
2017-08-21,1.00006989,1.00035251,1.00000986,1.00032484,1.00006989,1.00035251,1.00000986,1.00032484,11746264.10064485,11750079.81229750
2017-08-20,1.00024879,1.00043655,1.00002492,1.00006973,1.00024879,1.00043655,1.00002492,1.00006973,13105380.05776479,13106293.93923684
2017-08-19,1.00000895,1.00052416,1.00000275,1.00024908,1.00000895,1.00052416,1.00000275,1.00024908,17241095.27127934,17245389.62345385
2017-08-18,0.99999437,1.00014682,0.99932343,1.00000900,0.99999437,1.00014682,0.99932343,1.00000900,16733022.28776790,16733172.94344072
2017-08-17,1.00007983,1.00011156,0.99920714,0.99984066,1.00007983,1.00011156,0.99920714,0.99984066,14255983.98554529,14253712.42192795
2017-08-16,1.00005094,1.00038412,1.00000746,1.00007982,1.00005094,1.00038412,1.00000746,1.00007982,11805969.67749898,11806912.01469372
2017-08-15,1.00000000,1.00037404,0.99916677,1.00005094,1.00000000,1.00037404,0.99916677,1.00005094,25738868.04090263,25740179.27468060
2017-08-14,1.00014695,1.00034318,0.99916632,1.00000000,1.00014695,1.00034318,0.99916632,1.00000000,11959602.78265340,11959602.78944606
2017-08-13,1.00038542,1.00055601,1.00000145,1.00004351,1.00038542,1.00055601,1.00000145,1.00004351,17518042.20497198,17518804.37423198
2017-08-12,1.00032742,1.00074429,1.00023503,1.00039149,1.00032742,1.00074429,1.00023503,1.00039149,13618602.52673321,13623934.13227208
2017-08-11,1.00000003,1.00033128,0.99914405,1.00033128,1.00000003,1.00033128,0.99914405,1.00033128,16242441.83514824,16247822.59060282
2017-08-10,1.00008319,1.00008319,0.99988457,1.00000003,1.00008319,1.00008319,0.99988457,1.00000003,6980954.77487305,6980954.96253598
2017-08-09,1.00004896,1.00010644,0.99990422,1.00008180,1.00004896,1.00010644,0.99990422,1.00008180,10782987.63679041,10783869.66458281
2017-08-08,1.00014983,1.00025919,0.99977969,1.00004864,1.00014983,1.00025919,0.99977969,1.00004864,8161215.47732868,8161612.44796743
2017-08-07,1.00010987,1.00023080,0.99981978,1.00014983,1.00010987,1.00023080,0.99981978,1.00014983,11435205.55474464,11436918.86868876
2017-08-06,1.00013108,1.00033598,0.99984849,1.00019226,1.00013108,1.00033598,0.99984849,1.00019226,9774814.20607696,9776693.55447766
2017-08-05,1.00027917,1.00027917,0.99985259,1.00009709,1.00027917,1.00027917,0.99985259,1.00009709,14697180.11328152,14698607.10425826
2017-08-04,0.99920354,1.00045658,0.99897048,1.00027247,0.99920354,1.00045658,0.99897048,1.00027247,5582979.52637556,5584500.74472346
2017-08-03,0.99995112,1.00079983,0.99872667,0.99919315,0.99995112,1.00079983,0.99872667,0.99919315,5689356.44049243,5684765.97592814
2017-08-02,1.00011219,1.00030032,0.99890192,0.99995674,1.00011219,1.00030032,0.99890192,0.99995674,10409576.92251526,10409126.57282730
2017-08-01,1.00018694,1.00046644,0.99994745,1.00023060,1.00018694,1.00046644,0.99994745,1.00023060,16008869.02099948,16012560.69187046
2017-07-31,1.00018582,1.00056856,1.00003422,1.00019069,1.00018582,1.00056856,1.00003422,1.00019069,10826846.54449175,10828911.15194916
2017-07-30,1.00006012,1.00033236,0.99997589,1.00018206,1.00006012,1.00033236,0.99997589,1.00018206,8566630.70935091,8568190.35015791
2017-07-29,1.00007295,1.00098088,0.99987887,1.00006014,1.00007295,1.00098088,0.99987887,1.00006014,9017510.18058122,9018052.46628987
2017-07-28,0.99995887,1.00015463,0.99980544,0.99989445,0.99995887,1.00015463,0.99980544,0.99989445,21873475.13717912,21871166.33383770
2017-07-27,0.99985306,1.00003542,0.99917047,0.99992889,0.99985306,1.00003542,0.99917047,0.99992889,9794286.52669894,9793590.09290462
2017-07-26,0.99973149,1.00012453,0.99954433,0.99985306,0.99973149,1.00012453,0.99954433,0.99985306,8407869.75902860,8406634.30700585
2017-07-25,0.99981357,1.00000394,0.99973149,0.99973149,0.99981357,1.00000394,0.99973149,0.99973149,22043166.14196395,22037247.43687676
2017-07-24,1.00000539,1.00017184,0.99943598,0.99978895,1.00000539,1.00017184,0.99943598,0.99978895,9473808.37880109,9471808.92651600
2017-07-23,0.99996044,1.00002495,0.99978985,1.00000532,0.99996044,1.00002495,0.99978985,1.00000532,18827547.79736875,18827647.90535056
2017-07-22,0.99999473,1.00007425,0.99990112,0.99998961,0.99999473,1.00007425,0.99990112,0.99998961,17490606.32490762,17490424.61379284
2017-07-21,1.00000023,1.00037601,0.99976009,0.99994720,1.00000023,1.00037601,0.99976009,0.99994720,12562026.82437809,12561363.58916538
2017-07-20,1.00001743,1.00028942,0.99963117,1.00028942,1.00001743,1.00028942,0.99963117,1.00028942,12382735.77962138,12386319.54093276
2017-07-19,1.00005995,1.00021870,1.00000000,1.00001727,1.00005995,1.00021870,1.00000000,1.00001727,13654266.15237630,13654501.90207264
2017-07-18,1.00000879,1.00044551,0.99955324,1.00006031,1.00000879,1.00044551,0.99955324,1.00006031,14473700.41954278,14474573.25859159
2017-07-17,0.99971881,1.00000930,0.99923807,1.00000881,0.99971881,1.00000930,0.99923807,1.00000881,8400677.19779835,8400751.23161713
2017-07-16,0.99990753,1.00028569,0.99912858,0.99971881,0.99990753,1.00028569,0.99912858,0.99971881,12276985.47050903,12273533.26675020
2017-07-15,1.00027538,1.00059395,0.99990639,0.99990769,1.00027538,1.00059395,0.99990639,0.99990769,11256758.44933474,11255719.31177431
2017-07-14,1.00025674,1.00062537,1.00000077,1.00027538,1.00025674,1.00062537,1.00000077,1.00027538,12110928.46669665,12114263.56003836
2017-07-13,1.00059944,1.00107599,1.00007527,1.00025810,1.00059944,1.00107599,1.00007527,1.00025810,16066043.85074966,16070190.41842649
2017-07-12,1.00040747,1.00083713,1.00021702,1.00059719,1.00040747,1.00083713,1.00021702,1.00059719,9473954.17394565,9479611.92355060
2017-07-11,1.00041821,1.00063148,1.00011833,1.00040731,1.00041821,1.00063148,1.00011833,1.00040731,22723332.10152292,22732587.45370525
2017-07-10,1.00033431,1.00079364,1.00006712,1.00012692,1.00033431,1.00079364,1.00006712,1.00012692,23399685.13022110,23402654.92504078
2017-07-09,1.00027915,1.00055881,1.00020845,1.00033260,1.00027915,1.00055881,1.00020845,1.00033260,7405617.42505181,7408080.50700896
2017-07-08,1.00032212,1.00079202,1.00022863,1.00027923,1.00032212,1.00079202,1.00022863,1.00027923,6899497.01463102,6901423.59351061
2017-07-07,1.00066616,1.00218942,1.00027638,1.00050341,1.00066616,1.00218942,1.00027638,1.00050341,12086141.78792729,12092226.05294238
2017-07-06,1.00127456,1.00294380,1.00064815,1.00066616,1.00127456,1.00294380,1.00064815,1.00066616,4519927.60155032,4522938.60660762
2017-07-05,1.00022227,1.00135079,1.00017092,1.00127733,1.00022227,1.00135079,1.00017092,1.00127733,7590258.28594979,7599953.56004754
2017-07-04,1.00056148,1.00070308,1.00011262,1.00021876,1.00056148,1.00070308,1.00011262,1.00021876,12548842.70141240,12551587.92414024
2017-07-03,1.00325910,1.00367644,1.00055820,1.00056824,1.00325910,1.00367644,1.00055820,1.00056824,11545748.70806542,11552309.43772203
2017-07-02,1.00134096,1.00418534,1.00099137,1.00337091,1.00134096,1.00418534,1.00099137,1.00337091,5755532.39992786,5774933.75381044
2017-07-01,1.00023397,1.00389424,1.00023397,1.00301544,1.00023397,1.00389424,1.00023397,1.00301544,11316851.04644776,11350976.29855926
2017-06-30,1.00101021,1.00136377,1.00019267,1.00023397,1.00101021,1.00136377,1.00019267,1.00023397,8975154.60743024,8977254.51228456
2017-06-29,1.00226118,1.00240799,1.00019966,1.00098977,1.00226118,1.00240799,1.00019966,1.00098977,11134918.05623317,11145939.05017752
2017-06-28,1.00065275,1.00292614,1.00051326,1.00229667,1.00065275,1.00292614,1.00051326,1.00229667,16953911.43500720,16992848.96424405
2017-06-27,1.00000035,1.00069782,0.99978306,1.00064022,1.00000035,1.00069782,0.99978306,1.00064022,26071345.97477754,26088037.31451389
2017-06-26,1.00005767,1.00085075,1.00000037,1.00000037,1.00005767,1.00085075,1.00000037,1.00000037,26694662.96802037,26694672.93314734
2017-06-25,1.00177610,1.00177610,0.99992232,1.00005702,1.00177610,1.00177610,0.99992232,1.00005702,10040202.02117245,10040774.55768738
2017-06-24,1.00015177,1.00241931,0.99980326,1.00178767,1.00015177,1.00241931,0.99980326,1.00178767,12229402.89420264,12251265.08097859
2017-06-23,1.00032879,1.00074364,0.99982697,1.00015177,1.00032879,1.00074364,0.99982697,1.00015177,8904721.15122862,8906072.65941119
2017-06-22,1.00020445,1.00106305,1.00016970,1.00032879,1.00020445,1.00106305,1.00016970,1.00032879,11948259.16968053,11952187.65636847
2017-06-21,1.00012130,1.00066497,1.00000000,1.00020445,1.00012130,1.00066497,1.00000000,1.00020445,11310037.58429563,11312349.96057938
2017-06-20,1.00003689,1.00037976,1.00000201,1.00012312,1.00003689,1.00037976,1.00000201,1.00012312,4427367.01605142,4427912.13074144
2017-06-19,1.00048836,1.00060859,1.00003413,1.00003611,1.00048836,1.00060859,1.00003413,1.00003611,5923725.19704969,5923939.13013183
2017-06-18,1.00025354,1.00054116,1.00016212,1.00049206,1.00025354,1.00054116,1.00016212,1.00049206,9346379.98662630,9350978.96216346
2017-06-17,1.00019197,1.00052599,1.00008879,1.00025354,1.00019197,1.00052599,1.00008879,1.00025354,8275294.54949337,8277392.63699280
2017-06-16,1.00054524,1.00150384,1.00020425,1.00020811,1.00054524,1.00150384,1.00020425,1.00020811,11889517.93028995,11891992.25056254
2017-06-15,1.00034710,1.00159547,1.00032993,1.00052101,1.00034710,1.00159547,1.00032993,1.00052101,20994869.95930032,21005808.53273611
2017-06-14,1.00032191,1.00522351,1.00029829,1.00039043,1.00032191,1.00522351,1.00029829,1.00039043,12816979.05156753,12821983.18064009
2017-06-13,1.00033015,1.00119643,1.00002855,1.00064445,1.00033015,1.00119643,1.00002855,1.00064445,8728372.52904204,8733997.50416293
2017-06-12,0.99986133,1.00038265,0.99985555,1.00007340,0.99986133,1.00038265,0.99985555,1.00007340,17079448.37692024,17080702.00819526
2017-06-11,1.00011578,1.00041983,0.99959124,1.00000000,1.00011578,1.00041983,0.99959124,1.00000000,7079933.21154895,7079933.21154895
2017-06-10,1.00000296,1.00061475,0.99998227,1.00011638,1.00000296,1.00061475,0.99998227,1.00011638,8053003.50288829,8053940.67553924
2017-06-09,1.00035162,1.00064219,0.99994352,0.99999105,1.00035162,1.00064219,0.99994352,0.99999105,7668798.73567593,7668730.09081186
2017-06-08,1.00056633,1.00074664,1.00000006,1.00033939,1.00056633,1.00074664,1.00000006,1.00033939,6130424.71967171,6132505.33384602
2017-06-07,1.00018741,1.00084877,1.00013375,1.00058098,1.00018741,1.00084877,1.00013375,1.00058098,8650784.09775758,8655810.02533883
2017-06-06,1.00046450,1.00099451,1.00012992,1.00018741,1.00046450,1.00099451,1.00012992,1.00018741,22386369.94701567,22390565.44043051
2017-06-05,1.00064152,1.00112230,1.00045951,1.00046450,1.00064152,1.00112230,1.00045951,1.00046450,5681479.39763772,5684118.41689565
2017-06-04,1.00134854,1.00224256,1.00053818,1.00064259,1.00134854,1.00224256,1.00053818,1.00064259,3388328.85868076,3390506.15395920
2017-06-03,1.00147577,1.00293808,1.00127247,1.00143832,1.00147577,1.00293808,1.00127247,1.00143832,4236649.07541994,4242742.71883923
2017-06-02,1.00234260,1.00467735,1.00136903,1.00141992,1.00234260,1.00467735,1.00136903,1.00141992,4056384.35495498,4062144.08055111
2017-06-01,1.00340534,1.00410073,1.00103493,1.00242425,1.00340534,1.00410073,1.00103493,1.00242425,5269738.96793603,5282514.14660442
2017-05-31,1.00082306,1.00346301,1.00021836,1.00240204,1.00082306,1.00346301,1.00021836,1.00240204,5219370.96676702,5231908.11624740
2017-05-30,1.00153109,1.00157104,1.00029934,1.00042117,1.00153109,1.00157104,1.00029934,1.00042117,10997597.64510531,11002229.48140690
2017-05-29,1.00008412,1.00253166,1.00008412,1.00150654,1.00008412,1.00253166,1.00008412,1.00150654,6708520.83691825,6718627.46901893
2017-05-28,1.00006846,1.00090048,1.00004142,1.00008412,1.00006846,1.00090048,1.00004142,1.00008412,8712602.26412881,8713335.20939932
2017-05-27,1.00034511,1.00102186,1.00004642,1.00006817,1.00034511,1.00102186,1.00004642,1.00006817,16855242.44482237,16856391.46376644
2017-05-26,1.00001099,1.00082273,1.00001099,1.00034490,1.00001099,1.00082273,1.00001099,1.00034490,13990811.49499724,13995636.96930907
2017-05-25,1.00064395,1.00384925,0.99966559,1.00001107,1.00064395,1.00384925,0.99966559,1.00001107,10932531.38070472,10932652.38190599
2017-05-24,0.99996526,1.00169108,0.99940552,1.00064395,0.99996526,1.00169108,0.99940552,1.00064395,6071846.74603396,6075756.68447578
2017-05-23,1.00000000,1.00177617,0.99882131,0.99996379,1.00000000,1.00177617,0.99882131,0.99996379,5920777.46535738,5920563.07150230
2017-05-22,0.99967709,1.00001226,0.99803023,0.99986127,0.99967709,1.00001226,0.99803023,0.99986127,4333820.94502539,4333219.70044621
2017-05-21,0.99938856,1.00000126,0.99848942,1.00000095,0.99938856,1.00000126,0.99848942,1.00000095,1770434.31793299,1770435.99309586
2017-05-20,0.99981574,0.99989120,0.99777125,0.99937401,0.99981574,0.99989120,0.99777125,0.99937401,3279842.15250683,3277789.01921881
2017-05-19,0.99978560,0.99980985,0.99698190,0.99790358,0.99978560,0.99980985,0.99698190,0.99790358,2162994.16393870,2158459.61040549
2017-05-18,0.99979236,0.99994752,0.99967917,0.99978560,0.99979236,0.99994752,0.99967917,0.99978560,2503302.58946367,2502765.87996616
2017-05-17,0.99969066,0.99983759,0.99831740,0.99979236,0.99969066,0.99983759,0.99831740,0.99979236,2756993.44386010,2756420.99007707
2017-05-16,0.99947719,0.99982309,0.99927956,0.99968785,0.99947719,0.99982309,0.99927956,0.99968785,1750178.40175566,1749632.08987812
2017-05-15,0.99919724,0.99982362,0.99907068,0.99945618,0.99919724,0.99982362,0.99907068,0.99945618,3672748.33814269,3670751.03667716
2017-05-14,0.99972303,0.99975840,0.99771033,0.99919724,0.99972303,0.99975840,0.99771033,0.99919724,2055573.06214246,2053922.93843203
2017-05-13,0.99993119,0.99994596,0.99924568,0.99972303,0.99993119,0.99994596,0.99924568,0.99972303,2353928.40903456,2353276.44887205
2017-05-12,0.99816043,0.99994982,0.99815619,0.99993119,0.99816043,0.99994982,0.99815619,0.99993119,9459645.46811264,9458994.58363224
2017-05-11,0.99972130,0.99992046,0.99701063,0.99816043,0.99972130,0.99992046,0.99701063,0.99816043,4622424.14105069,4613920.85272065
2017-05-10,0.99918906,0.99979813,0.99713850,0.99972130,0.99918906,0.99979813,0.99713850,0.99972130,5455577.02362435,5454056.55623189
2017-05-09,0.99952568,0.99984525,0.99885349,0.99918906,0.99952568,0.99984525,0.99885349,0.99918906,17110625.01969656,17096749.29128953
2017-05-08,0.99894113,0.99963440,0.99892125,0.99952568,0.99894113,0.99963440,0.99892125,0.99952568,4248550.32725942,4246535.16741682
2017-05-07,0.99979557,0.99990607,0.99892396,0.99894113,0.99979557,0.99990607,0.99892396,0.99894113,4067174.66165036,4062868.04869506
2017-05-06,0.99949080,0.99980999,0.99904190,0.99979991,0.99949080,0.99980999,0.99904190,0.99979991,4792889.67391153,4791930.64967767
2017-05-05,0.99879760,0.99960826,0.99794252,0.99948831,0.99879760,0.99960826,0.99794252,0.99948831,8073487.88063453,8069356.74525018
2017-05-04,0.99807470,0.99878235,0.99656512,0.99878235,0.99807470,0.99878235,0.99656512,0.99878235,6697619.76575065,6689464.39018588
2017-05-03,0.99725002,0.99827138,0.99550505,0.99807470,0.99725002,0.99827138,0.99550505,0.99807470,2587084.76488382,2582103.84554653
2017-05-02,0.99931535,0.99931535,0.99716600,0.99725002,0.99931535,0.99931535,0.99716600,0.99725002,1495273.03196590,1491161.06060021
2017-05-01,0.99819498,0.99955482,0.99796536,0.99931416,0.99819498,0.99955482,0.99796536,0.99931416,4226925.77174303,4224026.79372056
2017-04-30,0.99938497,0.99978073,0.99762016,0.99833275,0.99938497,0.99978073,0.99762016,0.99833275,2720841.24728605,2716304.92934386
2017-04-29,0.99946406,0.99952815,0.99772971,0.99937929,0.99946406,0.99952815,0.99772971,0.99937929,2889817.77787816,2888024.03389497
2017-04-28,0.99843098,0.99963007,0.99800297,0.99945608,0.99843098,0.99963007,0.99800297,0.99945608,8559586.90920857,8554931.14411448
2017-04-27,0.99803354,0.99937907,0.99803354,0.99858728,0.99803354,0.99937907,0.99803354,0.99858728,2355976.89647967,2352648.55524736
2017-04-26,0.99493763,0.99832521,0.99466347,0.99828150,0.99493763,0.99832521,0.99466347,0.99828150,2153576.52393447,2149875.59207706
2017-04-25,0.99666413,0.99673827,0.99230015,0.99493763,0.99666413,0.99673827,0.99230015,0.99493763,1916622.82638674,1906920.17905833
2017-04-24,0.99756698,0.99902970,0.99526683,0.99666374,0.99756698,0.99902970,0.99526683,0.99666374,2015225.34031664,2008502.02751920
2017-04-23,0.99618202,0.99803655,0.99377730,0.99748170,0.99618202,0.99803655,0.99377730,0.99748170,2578989.61224673,2572494.93629792
2017-04-22,0.99784753,0.99853636,0.99430324,0.99618202,0.99784753,0.99853636,0.99430324,0.99618202,2627794.94205855,2617762.06117287
2017-04-21,0.99837674,0.99858474,0.99635420,0.99784753,0.99837674,0.99858474,0.99635420,0.99784753,1808676.66580405,1804783.54372393
2017-04-20,0.99953893,0.99972033,0.99772297,0.99837674,0.99953893,0.99972033,0.99772297,0.99837674,2396760.23864357,2392869.68050129
2017-04-19,0.99960639,0.99961690,0.99901006,0.99953893,0.99960639,0.99961690,0.99901006,0.99953893,3381022.18213471,3379463.30718353
2017-04-18,0.99930493,0.99984987,0.99930493,0.99960038,0.99930493,0.99984987,0.99930493,0.99960038,5402452.26908668,5400293.35070671
2017-04-17,0.99921430,0.99960980,0.99762848,0.99929091,0.99921430,0.99960980,0.99762848,0.99929091,3322651.75845066,3320295.71492817
2017-04-16,0.99994508,0.99995172,0.99921430,0.99921430,0.99994508,0.99995172,0.99921430,0.99921430,764701.38301758,764100.55621350
2017-04-15,0.99951821,0.99996867,0.99890931,0.99994508,0.99951821,0.99996867,0.99890931,0.99994508,2825557.04133188,2825401.85549964
2017-04-14,0.99965913,0.99985574,0.99851748,0.99951821,0.99965913,0.99985574,0.99851748,0.99951821,1502055.25812787,1501331.57800615
2017-04-13,0.99954302,0.99974843,0.99925124,0.99965066,0.99954302,0.99974843,0.99925124,0.99965066,3676350.42809458,3675066.11973916
2017-04-12,0.99983295,0.99993580,0.99953674,0.99954631,0.99983295,0.99993580,0.99953674,0.99954631,3478128.32514467,3476550.32046462
2017-04-11,0.99983681,0.99988422,0.99946746,0.99983453,0.99983681,0.99988422,0.99946746,0.99983453,2780544.65740547,2780084.55000852
2017-04-10,1.00000000,1.00000000,0.99956856,0.99983681,1.00000000,1.00000000,0.99956856,0.99983681,2052979.42879275,2052644.39766048
2017-04-09,1.00000478,1.00000849,1.00000000,1.00000000,1.00000478,1.00000849,1.00000000,1.00000000,4101511.98984033,4101511.98984033
2017-04-08,1.00000000,1.00000478,1.00000000,1.00000478,1.00000000,1.00000478,1.00000000,1.00000478,1294614.30556546,1294620.49567941
2017-04-07,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,2695774.77656034,2695774.77656034
2017-04-06,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,2340844.05584857,2340844.05584857
2017-04-05,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1706649.83960112,1706649.84110112
2017-04-04,1.00000005,1.00000006,1.00000000,1.00000000,1.00000005,1.00000006,1.00000000,1.00000000,2197620.64182313,2197620.64182313
